Product_ID,Category,Color,Company,Bs
9ffd92ed-4,Beauty,#f287c5,Taylor and Sons,synergize dot-com partnerships
1878cf5a-b,Beauty,#df84e8,"Martinez, Jones and Hansen",maximize global markets
78fc8fe3-6,Toys,#aafc53,Brown-Lewis,repurpose dynamic markets
025cebdc-b,Toys,#d3ff9b,Schwartz-Sexton,mesh transparent eyeballs
186cf076-b,Toys,#abd7f4,Bright Group,iterate mission-critical solutions
0c602c0e-d,Beauty,#f442aa,Adams-Allen,maximize back-end experiences
4395c151-c,Home & Kitchen,#ade6ed,"Gates, Evans and Hurley",matrix cutting-edge channels
4bf67e4a-1,Beauty,#2613b2,"Gilmore, Kennedy and Hoffman",unleash e-business initiatives
a2fdbbd6-3,Sports,#5fd849,Johnson-Christensen,mesh cutting-edge paradigms
c4f7e6b0-9,Electronics,#82f28c,Melendez-Woods,cultivate revolutionary e-services
4d57ddaa-d,Home & Kitchen,#f7aae8,"Hall, Jensen and Hayden",productize strategic niches
4a9db56e-b,Books,#efa5f7,"Campbell, Mccoy and Li",reinvent dynamic communities
8cc9674f-9,Books,#f92251,Romero PLC,visualize e-business e-markets
881ea42d-0,Sports,#62e5b5,Trujillo-Lucas,re-intermediate front-end applications
d12bfdfa-c,Beauty,#4bed99,Duncan and Sons,envisioneer real-time networks
fab11646-d,Toys,#db86f4,Hunt Group,productize one-to-one schemas
1524eaed-7,Home & Kitchen,#6ffcc1,"Lester, Williams and Garner",drive end-to-end paradigms
87409d7f-6,Home & Kitchen,#bbe577,Mills PLC,utilize robust deliverables
12dec9d2-a,Sports,#fce5c2,James-Morgan,aggregate wireless deliverables
a5f0b72c-e,Electronics,#c11303,"Keller, Orr and Rodriguez",disintermediate robust partnerships
00cabebb-5,Toys,#dd4ba3,Baker Inc,architect vertical networks
dc52dd90-9,Clothing,#bc7325,"Porter, Bishop and Walters",generate seamless platforms
9cc7d475-d,Electronics,#544baf,Williams-Larson,extend clicks-and-mortar applications
ccaace6c-b,Beauty,#5ae2cc,Conner Group,facilitate holistic web services
353a3dfb-c,Clothing,#b4ea79,"Salinas, Rojas and Wheeler",reinvent bleeding-edge convergence
ed3c487d-3,Books,#5200a5,Randolph-Benton,re-contextualize enterprise convergence
6088e242-d,Electronics,#97bcf4,Becker-Porter,engineer turn-key mindshare
54459852-1,Home & Kitchen,#53d183,Russo-Simmons,incubate user-centric web services
44399f1d-0,Beauty,#ba233c,"Wagner, Rodriguez and Pineda",mesh leading-edge functionalities
adeb9832-4,Books,#efd0aa,Johnson-Gardner,transition transparent content
52de41ab-1,Clothing,#b441d3,Barnes-Gilmore,evolve impactful functionalities
ab11e8cb-a,Beauty,#e21f9e,Nelson Inc,harness cross-media deliverables
65461fd8-0,Electronics,#98f9f9,Zamora and Sons,engage out-of-the-box web-readiness
af0a95ad-9,Clothing,#efb7f7,Smith-Wright,implement value-added infrastructures
7b13c22d-e,Sports,#4652af,"Williamson, Vasquez and Johnson",seize global systems
9f3985c8-e,Sports,#e575df,Estes PLC,unleash granular markets
654d10d0-a,Toys,#a00ec9,Collins-Watson,syndicate out-of-the-box portals
cb073c91-8,Sports,#8bafdd,Burns-Moore,disintermediate cross-media partnerships
9d539845-5,Home & Kitchen,#b37dd1,"Davis, Walker and Evans",envisioneer robust paradigms
6c517e1f-0,Home & Kitchen,#a2d2f9,Haley-Smith,implement innovative mindshare
6e5bd6db-0,Beauty,#32af26,Valentine-Mitchell,benchmark cross-media ROI
f8863647-9,Sports,#84e1e8,Davis Group,implement 24/365 ROI
5771604f-4,Electronics,#f44eac,Owen-David,redefine leading-edge solutions
40efd882-7,Electronics,#7737a8,Lee-Moss,facilitate synergistic systems
a4d41da0-b,Sports,#8a9907,Bray LLC,unleash plug-and-play portals
1f1d87d4-7,Sports,#9aadea,Allison-Smith,morph proactive info-mediaries
66140a6e-1,Electronics,#029115,"Olson, Raymond and Mckee",harness frictionless web-readiness
7b67e89b-6,Toys,#dd5d58,Brock-Hudson,scale B2C initiatives
7df8467d-8,Books,#d2d817,Campbell Inc,envisioneer open-source e-tailers
8a92200f-7,Electronics,#a7d1e5,Flowers-Lopez,incentivize world-class schemas
9818c76a-8,Electronics,#3b65f9,Clark-Hayes,enable leading-edge initiatives
73871064-1,Clothing,#f9bde9,Schneider-Sawyer,aggregate dot-com synergies
5be37573-b,Toys,#ffe2c4,Ruiz-Anderson,extend synergistic models
ca06715c-d,Clothing,#9a99dd,Graham-Black,engineer turn-key content
c92b0f0c-c,Home & Kitchen,#46b9c4,Melton-Rangel,empower transparent deliverables
9bb22a8b-a,Home & Kitchen,#99e570,Hogan and Sons,aggregate web-enabled supply-chains
3d7c2710-7,Clothing,#04e0bb,Lawrence Inc,utilize seamless technologies
207d5b1e-8,Electronics,#ef73ad,Ritter Inc,innovate value-added systems
f0074454-3,Books,#ea25e4,"Webb, Taylor and Buchanan",strategize virtual content
4ad3c592-c,Home & Kitchen,#4c76ba,Larson LLC,synergize end-to-end deliverables
c3265e2a-f,Books,#21afaf,"Smith, Oneill and Williams",extend proactive info-mediaries
80b52540-7,Clothing,#046472,Ellis Group,deliver dot-com web-readiness
fd1ec13c-d,Toys,#63e8b0,Aguilar Ltd,engage 24/365 functionalities
b9bf1e92-b,Books,#36f9b8,Scott-Rodriguez,grow killer deliverables
7e635ae5-c,Home & Kitchen,#e1fc97,Sanchez Ltd,disintermediate robust portals
e876784d-7,Electronics,#9126ef,Cowan Inc,unleash e-business interfaces
791be972-6,Books,#fcd2b0,Sanchez-Richard,unleash efficient ROI
b99c3aa9-c,Books,#362c89,Frank PLC,engineer bricks-and-clicks methodologies
b14ddad9-e,Home & Kitchen,#8463e8,"Griffin, Bailey and Cook",re-intermediate value-added communities
650cfb0b-7,Home & Kitchen,#4ae25f,Norman-Meyer,re-intermediate efficient experiences
4800e623-9,Sports,#76e8d5,Williams-Bailey,strategize vertical platforms
88556210-7,Beauty,#94ce56,"Bautista, Reid and Barr",optimize killer metrics
28a53034-3,Clothing,#fff9bc,Mcintosh-Shaw,transition bricks-and-clicks architectures
e960a759-3,Home & Kitchen,#6af2d0,Hunter-Marshall,unleash one-to-one markets
263982c9-a,Books,#d750fc,"Watkins, Silva and Mclaughlin",maximize 24/7 content
4a32c0a0-8,Electronics,#ddc01a,Gardner Group,orchestrate seamless methodologies
aff7f14b-0,Toys,#adfc0f,"West, Brown and Wall",benchmark robust paradigms
11fb33c7-a,Books,#51a518,Wilson PLC,architect distributed users
1990cfc9-5,Beauty,#f0ffa5,Blair-Myers,synergize world-class infrastructures
e20f0e47-6,Books,#c6fcae,Stewart LLC,deploy e-business relationships
fc294888-f,Electronics,#4ecea8,"Ramirez, White and Foster",engage holistic e-business
289544ad-2,Sports,#fc9cea,Barajas and Sons,monetize world-class solutions
5a4c2797-7,Home & Kitchen,#08d11c,Hoffman Inc,productize cross-media vortals
76639c92-e,Electronics,#6fd13e,Mills-Castro,utilize B2B synergies
872b8abe-f,Sports,#ea8fb6,Wilson-Luna,expedite mission-critical e-commerce
a90e4600-6,Toys,#7cba2a,Powers Inc,integrate ubiquitous e-commerce
01f61e5d-d,Toys,#ed63e3,Gordon Ltd,maximize cutting-edge paradigms
3f220d8a-4,Beauty,#4cd3c8,"Hernandez, Clark and Shelton",extend mission-critical web-readiness
a0a861a7-0,Clothing,#3ddbb6,Mcbride-Robinson,brand visionary content
7e13033b-9,Sports,#f2bc9b,"Maxwell, Clark and Davis",re-contextualize vertical web services
b843f1a2-3,Sports,#fc0f89,Rojas-Armstrong,mesh 24/365 schemas
22c19343-0,Clothing,#efa5e4,"Evans, Banks and Walker",drive user-centric metrics
58a12720-9,Books,#ebccff,"Campbell, Banks and Lewis",deliver strategic methodologies
02c35efa-3,Books,#f4b733,Gray LLC,facilitate collaborative deliverables
9824cc72-0,Home & Kitchen,#07ba75,"Ruiz, Anthony and Oconnell",drive 24/365 bandwidth
36a204de-b,Books,#86a819,Williams-Williams,deliver enterprise e-services
80b28ec1-1,Sports,#27bc8b,Webb Group,innovate 24/365 convergence
f0dc391c-b,Home & Kitchen,#f762ea,Knapp-Mahoney,embrace B2C e-business
8dfa80a9-a,Sports,#f2b9b3,"Spence, Kim and Carr",morph robust interfaces
b720ce22-f,Books,#f2ab1f,"Freeman, Potts and Nelson",leverage interactive eyeballs
563623c6-f,Electronics,#dd73b1,Barrera-Calhoun,cultivate back-end info-mediaries
09144443-b,Sports,#16ba26,Thomas-Brown,engage next-generation methodologies
17cc8844-e,Electronics,#068237,Madden-Liu,architect web-enabled channels
fc077491-6,Toys,#e899ef,Nelson and Sons,aggregate global interfaces
0d2ea5a2-6,Sports,#f5ffad,"Richardson, Barnett and Wilson",harness one-to-one ROI
c2e06025-6,Books,#d612e8,"Ryan, Young and Stokes",drive revolutionary mindshare
bc80dadc-b,Home & Kitchen,#29b227,Miranda-White,iterate vertical schemas
e695e227-e,Beauty,#ed82cd,Ross-Miranda,innovate back-end networks
deec827a-3,Toys,#ae42ed,"Bailey, Jackson and Blankenship",drive strategic paradigms
a6a347dd-a,Books,#f9c2ca,Willis-Wiley,whiteboard extensible portals
9f0098a7-5,Beauty,#e072da,Zamora LLC,cultivate best-of-breed metrics
a6189391-d,Home & Kitchen,#18a041,Molina LLC,empower wireless communities
34d122bf-5,Toys,#7be085,Green Inc,redefine killer experiences
7b4233d2-d,Toys,#5a82dd,Franco-Harris,matrix mission-critical metrics
bc8165dc-d,Home & Kitchen,#fc4ef6,Miranda Ltd,e-enable extensible e-commerce
f12eee5a-c,Beauty,#f4f45d,Harris Ltd,orchestrate wireless eyeballs
475d4cf1-c,Sports,#cef49c,Wright Group,exploit proactive architectures
a3b21d1b-b,Clothing,#e8a874,Herrera-Smith,enhance e-business functionalities
70b6b201-4,Toys,#fcce99,Moss Ltd,transition ubiquitous methodologies
7dd40ade-e,Home & Kitchen,#23c7d3,Reed and Sons,embrace open-source web-readiness
48231ccc-5,Electronics,#e07fd6,Mercado PLC,strategize rich systems
4b41a5fc-3,Clothing,#de2ee8,Glass-Rice,implement collaborative e-business
2787e47c-9,Toys,#03c4b7,"Garcia, Meza and Smith",embrace transparent synergies
143dd678-7,Books,#018273,"Weaver, Smith and Baldwin",e-enable enterprise partnerships
82b5be1c-d,Electronics,#cbd651,Bentley-Gomez,transform strategic models
66d84c63-e,Sports,#c42fed,Holden-Sampson,reinvent user-centric deliverables
7b826100-c,Beauty,#fc6107,Baker Group,synergize real-time convergence
8f17be1c-d,Toys,#ffffb5,"Lewis, Barnes and Gomez",deliver enterprise communities
2db00657-3,Clothing,#c99234,Knight-Mendez,monetize strategic networks
ff777544-d,Toys,#a7c425,Schwartz-Palmer,incentivize cutting-edge web services
5be07323-d,Home & Kitchen,#bedb6f,"Houston, Fuller and Willis",reinvent one-to-one web services
7c691a42-9,Beauty,#deb9f7,Kelly-Richardson,visualize 24/365 networks
6ed3d2f3-3,Toys,#f779a1,"Gibson, Kramer and Frye",leverage wireless niches
a72d9534-6,Electronics,#16b201,James Inc,transition dot-com bandwidth
94d72c63-f,Toys,#77e5aa,Cline and Sons,matrix leading-edge initiatives
f5925221-d,Clothing,#db1a2d,Porter Group,drive viral info-mediaries
d6f32dd8-f,Electronics,#916b6c,"Berry, Saunders and Williams",exploit 24/7 vortals
264cc6f2-b,Books,#93db51,Wilson-Mcgrath,disintermediate bricks-and-clicks vortals
796274f4-9,Electronics,#21ba56,Taylor PLC,empower turn-key applications
baf6af3a-2,Toys,#96a308,"Jackson, Smith and Mercer",deploy collaborative deliverables
54768b80-4,Toys,#817acc,Bartlett-Ross,redefine wireless networks
77b44571-a,Beauty,#ed8b94,Calhoun Inc,scale rich mindshare
98991933-6,Home & Kitchen,#d13c89,Moran PLC,brand transparent methodologies
a315c8f4-1,Clothing,#75ef7b,"Holmes, Stewart and Thompson",streamline scalable deliverables
71e34e7e-d,Toys,#7972cc,White-Willis,envisioneer synergistic web services
4b0a0467-d,Books,#be9bdd,"Cruz, Atkinson and Davis",utilize ubiquitous relationships
ab545833-e,Home & Kitchen,#4a7505,"Blankenship, Brown and Harris",monetize granular interfaces
6c180001-8,Books,#f7c191,White PLC,redefine intuitive web services
60305bf5-b,Books,#5217b7,Ryan-Leach,monetize holistic e-commerce
d3dc4ba6-3,Electronics,#20c13b,Richardson Inc,monetize vertical deliverables
e2c3e03c-f,Electronics,#9c41c6,"Conner, Adkins and Blair",aggregate global e-markets
87109b74-d,Clothing,#9b09ef,"Evans, Ballard and Brady",architect integrated systems
ed1adb23-e,Toys,#f7c2b7,"Davis, Hernandez and Michael",syndicate robust communities
f163326a-e,Sports,#f29557,Cox-Walters,optimize extensible infrastructures
4c7cdc78-5,Sports,#c785db,Wilcox Ltd,monetize seamless synergies
0ca0aa41-4,Books,#fce1c7,Hawkins-Jones,whiteboard one-to-one e-commerce
c5cc3ef2-7,Sports,#3f13d3,"Park, Wallace and Jenkins",grow proactive e-services
a57ea4d6-b,Sports,#b5bffc,Sanchez Group,matrix seamless experiences
545a2eb9-d,Sports,#ff2176,"Griffith, Salas and Barton",maximize next-generation networks
3636152c-4,Books,#537bbc,"Kerr, Herrera and Williams",deliver dot-com interfaces
b75f0c2c-f,Toys,#e896a4,Wood Ltd,generate global e-markets
dce8b779-7,Electronics,#4c7eaa,Lee-Wood,redefine proactive technologies
5b6f25c3-7,Books,#0de037,Rosario Ltd,disintermediate proactive markets
63ae55e3-c,Electronics,#f90042,White-Peterson,utilize web-enabled e-commerce
81a22f1c-4,Clothing,#4bedac,"Watkins, Wells and King",expedite virtual schemas
4583a4bf-b,Toys,#28bf73,"Parker, Greer and Dennis",envisioneer front-end systems
510084a8-1,Books,#675af4,Charles Inc,envisioneer magnetic experiences
22eb5551-c,Home & Kitchen,#d066e8,Johnson Group,brand one-to-one action-items
94f6ab2a-a,Books,#d61d58,"Davidson, Reese and Farrell",matrix cutting-edge e-commerce
9fbcb30e-3,Electronics,#46fc32,Camacho-Williams,brand value-added solutions
2a410eda-f,Toys,#667fc4,"Alvarez, Green and Cuevas",reinvent proactive e-commerce
d0a161db-1,Electronics,#96ff98,Hansen Inc,matrix frictionless e-markets
25ef6419-9,Electronics,#d87a00,Simpson-Stewart,architect granular convergence
6f11ccc4-8,Clothing,#99f7a7,Lee PLC,extend bleeding-edge e-tailers
5524ed33-7,Clothing,#fc6953,Case Inc,syndicate compelling web services
b278799f-b,Beauty,#61db15,"Wilson, Delgado and Lee",envisioneer bricks-and-clicks portals
4ba7e11d-7,Home & Kitchen,#a3e03a,Munoz PLC,envisioneer transparent e-business
f99b8f8a-c,Beauty,#e2b856,"Smith, Jones and Patterson",transition clicks-and-mortar e-commerce
c8d049e0-d,Home & Kitchen,#d86398,"Richard, Miller and Sullivan",strategize value-added markets
44002de8-0,Home & Kitchen,#4ef46f,Patel-Patel,brand mission-critical e-tailers
e77e1af7-5,Electronics,#e0100d,Wolf and Sons,incentivize bleeding-edge metrics
81dfd444-c,Toys,#78d606,Martin-Beck,e-enable holistic systems
5f4bc204-f,Home & Kitchen,#ff8635,"Smith, Gentry and Nicholson",enhance dynamic schemas
1e2f69da-1,Beauty,#66ff66,"Wagner, Barton and Garrison",optimize out-of-the-box users
7bf2973a-6,Toys,#0f5abc,"Reese, Lawrence and Bishop",whiteboard turn-key interfaces
52599214-3,Sports,#72db60,Whitney-Henderson,streamline seamless partnerships
c9dde1e5-4,Beauty,#61d86d,Navarro Inc,morph vertical paradigms
946ec3fd-e,Sports,#fcefb8,Clark-Mueller,scale bleeding-edge web services
0be9c57e-b,Electronics,#ed2a65,Adams and Sons,re-intermediate killer action-items
aaba4dcc-7,Beauty,#e27e5f,Short-Flynn,benchmark holistic solutions
0169a3ab-a,Electronics,#2fa0bc,"Johnson, Garcia and Davila",incubate leading-edge communities
73014b58-9,Toys,#c1ffaf,"Ellis, Adams and Trevino",unleash one-to-one architectures
d885509a-e,Toys,#204c87,"Porter, Garcia and Morris",expedite world-class info-mediaries
808ca9d1-8,Toys,#c41737,Padilla-Bradley,visualize open-source communities
1dacee5b-e,Toys,#9fff68,"Robinson, Dunlap and Taylor",extend innovative synergies
60dec6bb-a,Sports,#e28cb3,Nelson-Mcdonald,orchestrate killer content
dcae4939-5,Electronics,#e8af84,Castro PLC,facilitate wireless eyeballs
dbee7a4d-d,Toys,#d0ed2d,Cruz-Wagner,drive viral communities
037ddfe3-9,Toys,#525bbf,Avila Ltd,matrix granular technologies
84be7a5a-2,Electronics,#edda31,Johnson-Williams,productize collaborative bandwidth
81899877-0,Sports,#99fcc4,Lopez Inc,empower granular methodologies
c89c4459-0,Toys,#e0c841,"Mora, Williams and Collins",generate dynamic partnerships
feeeabdc-c,Toys,#2af9f9,Castillo-Contreras,generate mission-critical partnerships
c3c887cb-a,Toys,#f4c2b7,Carr Ltd,iterate cross-media e-business
1af0660f-c,Sports,#bd44e2,"Smith, Bauer and Merritt",enable value-added bandwidth
5e6ccb0a-7,Clothing,#ed637f,Lopez Ltd,leverage rich convergence
18cc36c2-2,Home & Kitchen,#370ab2,"Brown, Patterson and Crane",enable holistic paradigms
306ad08a-7,Electronics,#76f2cb,Young-Chandler,incubate efficient systems
db0c8025-6,Electronics,#7fe8c0,Jones-Harris,empower proactive content
9ca7c504-6,Electronics,#74bc1c,"Johnson, Martin and Wright",brand cutting-edge web services
69bcf5e6-c,Clothing,#18e057,Friedman and Sons,grow value-added markets
de178a79-4,Electronics,#eacf20,Alvarado Ltd,facilitate efficient architectures
835c8ffe-7,Books,#6cdb3d,"Davenport, Edwards and Aguirre",re-contextualize extensible users
14272c92-f,Clothing,#b0b3f4,Kent and Sons,synthesize distributed deliverables
6af45722-8,Home & Kitchen,#e8a4d8,"Hall, Alvarez and Franklin",visualize user-centric channels
9229ec2c-a,Sports,#017fba,"Davis, Finley and Gordon",integrate B2B methodologies
74c0aea6-2,Clothing,#ca6bef,Fitzpatrick Inc,unleash virtual action-items
26a7d768-2,Beauty,#deed80,"Macdonald, Mccormick and Watson",exploit integrated platforms
1f8f04df-b,Books,#62d310,Turner LLC,strategize transparent infrastructures
cab96b83-5,Beauty,#ef37d4,"Wallace, Rose and Rojas",deliver out-of-the-box channels
774ad254-3,Home & Kitchen,#d82bef,"Blanchard, Hampton and Jacobson",whiteboard seamless experiences
1b7806c8-8,Beauty,#14cc2f,Alvarez and Sons,empower ubiquitous networks
d5175f47-8,Books,#9dc9f2,Lane Group,maximize rich content
d9c29578-e,Clothing,#dd4eed,"Hardy, Daniels and Atkins",harness viral infrastructures
cd65d18d-a,Home & Kitchen,#bf136e,Sullivan and Sons,synergize killer solutions
49723911-b,Sports,#ed57e5,Yang-Dorsey,revolutionize cutting-edge experiences
e124f0dc-9,Electronics,#fbffaf,Gonzalez Ltd,syndicate innovative mindshare
c2819460-a,Sports,#ff1ce4,Harmon LLC,integrate proactive deliverables
3ebedb00-4,Home & Kitchen,#97efd3,Thomas-Smith,re-intermediate dot-com models
6610b307-5,Sports,#c1bb00,"Harris, Daniels and Martinez",whiteboard bricks-and-clicks bandwidth
d7790ef9-1,Electronics,#f9a9d8,Tate-Medina,re-contextualize cross-media platforms
44fb96a5-a,Sports,#5bd8c1,Sanders-Rivera,disintermediate front-end vortals
647df5b4-8,Clothing,#778dce,Nguyen Inc,matrix seamless schemas
a73807ae-d,Toys,#e072c8,"Perry, Brown and Fisher",orchestrate dynamic content
6406a187-e,Sports,#8dcaef,"Brown, White and Donaldson",architect front-end schemas
134467bd-1,Sports,#f2577b,"Figueroa, Thomas and Miller",synergize distributed supply-chains
08c3ba2b-2,Beauty,#028e09,Morris-Lewis,morph bricks-and-clicks applications
81312f44-7,Clothing,#c5bcf4,Cole PLC,evolve next-generation communities
641eeb23-2,Sports,#6156f7,"Davis, Deleon and Berry",seize proactive channels
57d4489b-e,Toys,#6d27a3,Turner and Sons,orchestrate front-end partnerships
e61eaba4-4,Clothing,#a1c2e2,Chen Inc,syndicate granular initiatives
351120fc-3,Beauty,#8af475,Parks-Patton,iterate strategic models
d65d0c73-0,Electronics,#eaa8e5,"Clark, Soto and Wood",deploy user-centric bandwidth
d1f197aa-d,Toys,#db747c,"Decker, Phillips and Jacobs",deploy customized mindshare
650935e7-9,Books,#228706,Carter Ltd,redefine one-to-one supply-chains
f965f3ef-d,Sports,#e8978f,Anderson Inc,scale plug-and-play experiences
184903ed-3,Toys,#e1e87f,Conway and Sons,optimize world-class markets
d0f527a9-b,Toys,#e06231,"Lambert, Carlson and Watson",architect distributed experiences
085249b5-7,Sports,#f7e4a5,"Ferguson, Williams and Foster",incubate intuitive convergence
1c05ddd2-1,Electronics,#9ee2f7,"Hudson, Marks and Mitchell",productize impactful channels
2b0c246f-9,Toys,#6475f4,Diaz-Castillo,implement granular e-markets
631e9a74-1,Sports,#ba681b,"Rogers, Horn and Freeman",expedite killer supply-chains
c96f4099-4,Home & Kitchen,#52d8bd,"Fischer, Gilbert and Jacobson",evolve proactive ROI
43c1eda4-5,Books,#0b646b,Hall and Sons,revolutionize one-to-one info-mediaries
2b2b723a-0,Home & Kitchen,#f2c1a4,Moore Inc,synthesize e-business architectures
abcdf90c-4,Sports,#8e0e1b,Compton-Norton,optimize intuitive e-markets
78a16480-d,Beauty,#226a89,Johnson PLC,envisioneer back-end mindshare
